name,genre,rating_val,nearest_station,address
Milk Stand Tameya Iidabashi Branch,"Soft-serve ice cream, bento, Western sweets (others)",3.5,Iidabashi Station,東京都千代田区富士見2-3-14
Patisserie Hiroya Minamisawa,"Cakes, Western sweets (other)",3.5,Nishi-Ogikubo Station,東京都杉並区西荻北4-24-11
Jojoen Ebisu Garden Place,"Yakiniku, Japanese food, Korean food",3.5,Ebisu Station,東京都渋谷区恵比寿4-20-18 恵比寿ガーデンプレイスタワー　３８Ｆ
Shutei Shikamata,"Japanese Cuisine, Sake Bar, Fugu",3.5,Shimbashi Station,東京都港区新橋3-2-3 臼井ビル B1F・2F
Manakamana,"Nepali food, Indian food, Indian curry",3.5,Oyama Station,東京都板橋区大山東町59-20 ２Ｆ
Toriichi,"Izakaya, Motsuyaki",3.5,Nishi-Oi Station,東京都品川区西大井2-17-18
The sunrise,"Italian, French, wine bar",3.5,Iidabashi Station,東京都新宿区津久戸町3-19 DeLCCS神楽坂津久戸町 B1F
Tsujita Nihombashi Yaesu,"Tsukemen, ramen",3.5,Nihonbashi Station,東京都中央区八重洲1-4-6 八重洲境井ビル 1F
Cul de Sac,"bistro, french, wine bar",3.5,Shin-Nihonbashi Station,東京都中央区日本橋本石町4-4-16
Bakery &amp; Cafe Sawamura Hiroo Plaza,"bread, cafe",3.5,Hiroo station,東京都渋谷区広尾5-6-6 広尾プラザ 2F
Handmade soba Ishioka,Soba,3.5,Gakugeidaigaku Station,東京都目黒区中央町2-35-14
Standing Sushi Nemuro Hanamaru Ginza Branch,standing sushi,3.5,Ginza station,東京都中央区銀座5-2-1 東急プラザ銀座 B2F
Ginza Circle,"Japanese cuisine, Izakaya",3.5,Higashi Ginza Station,東京都中央区銀座6-12-15 いちご銀座612ビル　2Ｆ
Weifang,"Chinese food, Izakaya, Gyoza",3.5,Kanda Station,東京都千代田区鍛冶町2-11-20 １Ｆ・２Ｆ
Sungari Shinjuku 3-chome store,"Russian cuisine, beer bar, wine bar",3.5,Shinjuku Sanchome Station,東京都新宿区新宿3-21-6 新宿龍生堂ビル B1F
Corinth Asahi store,"coffee shop, pancake, cafe",3.5,Tsukiji Market Station,東京都中央区築地5-3-3 築地浜離宮ビル内２F
Nishinba,"Seafood/Seafood dishes, Izakaya, Sake bar",3.5,Shimokitazawa Station,東京都世田谷区北沢2-9-20
kerala wind morning,"Indian food, coffee shop",3.5,Omori Station,東京都大田区山王3-1-10
PAIRON Iidabashi Main Store,dumpling,3.5,Iidabashi Station,東京都新宿区新小川町8-32
Tonkatsu GS,"Tonkatsu, curry rice",3.5,Shinjuku Sanchome Station,東京都新宿区新宿3-2-2 紺野ビル B1F
COWMAN STEAK CLUB The Room,"steak, dining bar, italian",3.5,Kagurazaka Station,東京都新宿区神楽坂6-67-1 マイナビ不動産ビル 神楽坂 1F
Chengdu Masamune Dandanmen Tsujita Ark Hills branch,"Dandan noodles, Soupless Dandan noodles",3.5,Roppongi-itchome Station,東京都港区赤坂1-12-32 アーク森ビル 3F
Tonkatsu Tonpei,Pork cutlet,3.5,Sugamo station,東京都豊島区巣鴨2-1-6 森川第２ビル　1Ｆ
Yakitori Kodama,"Yakitori, Japanese cuisine, Ramen",3.5,Sangenjaya Station,東京都世田谷区池尻1-11-12 パレ・ド・ジュネス 2F A
Palermo Plus,"pizza, ice cream, wine bar",3.5,Musashikoyama Station,東京都品川区小山3-2-6 1F
Kad,"coffee shop, bakery, cafe",3.5,Tokyo Skytree Station,東京都墨田区向島2-9-9
Ginza Sushi Nakaku,"Sushi, Seafood and Seafood, Japanese Cuisine",3.5,Ginza Station,東京都中央区銀座7-4-5 銀座七四五ビル 1F
butcher brothers,"bar bar, bistro, tavern",3.5,Shinnihonbashi Station,東京都中央区日本橋本石町4-5-10 本石町ビル 1Ｆ
Deng 々an,"Japanese cuisine, Japanese cuisine (other), cafe/coffee shop (other)",3.5,Higashiakiru Station,東京都あきる野市小川633
Fishbank Tokyo,"French, Modern French, Restaurant (Other)",3.5,Shimbashi Station,東京都港区東新橋1-5-2 汐留シティセンター 41F
Steak House Hama Roppongi Main Branch,"Teppanyaki, Steak, Seafood",3.5,Nogizaka Station,東京都港区六本木7-2-10
Umanamiya Shinbashi,"Izakaya, horse meat dishes, Japanese food (other)",3.5,Shimbashi Station,東京都港区新橋2-9-17 第二常磐ビル1F
Brian,bar,3.5,Tochomae Station,東京都新宿区西新宿2-2-1 京王プラザホテル 南館 2F
TYPE,"Nepali food, Izakaya, Indian curry",3.5,Shin-Okubo Station,東京都新宿区百人町2-10-9 新大久保イニシャルハウス　２Ｆ
Soba Restaurant Yoshiki,Soba,3.5,Bubaigawara Station,東京都府中市分梅町3-2-2 ファミールビレッジ　１０１
Bangkok,"Thai food, Thai curry, restaurants (other)",3.5,Roppongi Station,東京都港区六本木3-8-8 六本木ＷＯＯビル　２Ｆ
Ohitsuzen rice field Omotesando,"Japanese food (other), rice balls",3.5,Omotesando Station,東京都渋谷区神宮前5-49-5
Kombu Salt Ramen Specialty Store Manish Kuramae,ramen,3.5,Kuramae Station,東京都台東区浅草橋3-25-6
Hot Coffee Fujito,"Izakaya, Japanese cuisine, coffee shop",3.5,Yotsuya Sanchome Station,東京都新宿区荒木町10-14 伍番館ビルB階
Spice cafeteria,"Nepali food, Indian food, Indian curry",3.5,Kamiitabashi Station,東京都板橋区上板橋1-27-6
Soba cutting Manryo,"Soba, tempura, Japanese cuisine",3.5,Machida Station,東京都町田市原町田6-17-18
Choshiya,"Delicatessen, sandwiches, croquettes/fries",3.5,Higashiginza Station,東京都中央区銀座3-11-6
HIGASHI-YAMA Tokyo,"Japanese cuisine, Japanese food (others), Lounge",3.5,Nakameguro Station,東京都目黒区東山1-21-25
Restoration Akasaka Store,"Cantonese cuisine, Shanghai cuisine",3.5,Nagatacho Station,東京都千代田区紀尾井町1-11
Asakusa Yorozu Chaya 444,"cafe, shaved ice, pancakes",3.5,Asakusa (Tsukuba EXP) Station,東京都台東区浅草4-4-4 浅草荘マンション 1F
little nap coffee stand,"Coffee specialty store, cafe",3.5,Yoyogi Hachiman Station,東京都渋谷区代々木5-65-4
napolimania,"Italian, Pizza, Wine Bar",3.5,Shibuya Station,東京都渋谷区渋谷2-7-13
KAZUSA,dining bar,3.5,Azabujuban Station,東京都港区六本木5-11-32 第３岩崎ビル２階
Le Poulet Brasserie Ukai,"Bistro, dining bar, wine bar",3.5,Otemachi Station,東京都千代田区大手町1-1-1 大手町パークビルディング 1F
Yakiniku/Koyo,Grilled meat,3.5,Osaki Station,東京都品川区大崎3-6-7
Izumoya Kanda Main Store,"Eel, blowfish, Japanese food",3.5,Kanda Station,東京都千代田区内神田2-12-4
fish really,"Sushi, seafood/seafood dishes",3.5,Higashiikebukuro Station,東京都豊島区東池袋4-3-8
Tanashi Taishoken,ramen,3.5,Tanashi Station,東京都西東京市田無町4-25-1 磯野ビル 1F
Hakata Oden and wild yam Yokayokado,"Izakaya, Sake Bar, Oden",3.5,Shinjuku Gyoemmae Station,東京都新宿区新宿1-18-16 新宿サンパーク 花園 1F
Kagoshima Karen Ginza store,"Shabu-shabu, Steak, Teppanyaki",3.5,Shimbashi Station,東京都中央区銀座8-8-8 GINZA888ビル 9F
sarcina halal food,"South Asian cuisine (others), Curry (others)",3.5,Shin-Okubo Station,東京都新宿区百人町2-1-50
Night parfait specialty store Momobukuro,"Parfaits, cafes, sweets (others)",3.5,Ikebukuro Station,東京都豊島区西池袋1-40-5 名取ビル B1F
Rainbow Spice Restaurant Kabuto,"Indian curry, ramen, Indian food",3.5,Kichijoji Station,東京都武蔵野市吉祥寺南町2-4-3
Saltica Jaguar,"Nepali food, curry (other), bar/alcohol (other)",3.5,Shin-Okubo Station,東京都新宿区百人町2-9-15 ライオンズマンション 2F
Patisserie Le de Brique,"cake, bread",3.5,Uchisaiwaicho Station,東京都港区新橋1-2-6 第一ホテル東京 1F
Sichuan Cuisine Shucai,"Chinese food, Sichuan food, Dandan noodles",3.5,Kyodo Station,東京都世田谷区経堂1-12-10 松原ビル2F
Robata (Ryashado),"Charcoal grill, Japanese cuisine, Izakaya",3.5,Ginza station,東京都中央区銀座6-4-5 土屋ビル 2F
Chilling Coffee&Bake,"cafe, coffee shop",3.5,Hatanodai Station,東京都品川区旗の台5-6-10 YGフラッグ 1F
Toranomon sky flower,Japanese food,3.5,Kamiyacho Station,東京都港区虎ノ門5-3-3 神谷町プレイス 1F
Ueno Black Gate Torie,"Yakitori, chicken dishes, izakaya",3.5,Ueno Hirokoji Station,東京都台東区上野3-18-1 大熊ビル 1F
Guilin,"Chinese cuisine, Sichuan cuisine",3.5,Ikebukuro Station,東京都豊島区西池袋1-6-1 ホテルメトロポリタン 2F
Uokin main store,"Seafood dishes, seafood dishes, Izakaya, Japanese sake bar",3.5,Shimbashi Station,東京都港区新橋3-18-3 第２富士ビル
Gallery Coffee Shop Furuseto,"cafe, curry rice, sandwich",3.5,Jimbocho Station,東京都千代田区神田神保町1-7 ＮＳＥビル 1F
Ultra Chop Puru,"Bar Bar, Wine Bar, Other Meat Dishes",3.5,Azabujuban Station,東京都港区麻布十番2-3-6 FLEG麻布十番 B1F
Kigakutei+,Izakaya,3.5,Toranomon Hills Station,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー 3F
All the way,"Chinese food, bar/liquor (others), Chinese tea specialty store",3.5,Mikawashima Station,東京都荒川区西日暮里1-4-12 コーポこだま 102
Seagull&#39;s Italian,"Italian, Wine Bar, Pasta",3.5,Yoyogi Station,東京都渋谷区千駄ヶ谷4-26-11
Brasserie Paul Bocuse Daimaru Tokyo,"French, Bistro, Modern French",3.5,Tokyo Station,東京都千代田区丸の内1-9-1 大丸東京店 12F
Tsukishima family,"Japanese sweets, taiyaki, large-sized grills, rice balls",3.5,Azabu Juban Station,東京都港区麻布十番2-3-1
Bishamonten,"Ramen, Tsukemen, Sake Bar",3.5,Toyota Station,東京都日野市多摩平1-6-1
Hasiyah,pasta,3.5,Nishi-Shinjuku Station,東京都新宿区西新宿1-26-2 新宿野村ビル B2F
Sushi Hakata Matsumoto Yaesu,"Sushi, Japanese cuisine, Japanese food (other)",3.5,Nipponbashi Station,東京都中央区日本橋2-3-18 石黒由賢ビル B1F
Craft beer bar Marumugi,"Beer bar, izakaya/dining bar (other), bar/alcohol (other)",3.5,Yotsuya Sanchome Station,東京都新宿区荒木町1 一番館ビル 2Ｆ
Sushi Aomi Aoyama,"Sushi, Japanese cuisine, seafood dishes",3.5,Omotesando Station,東京都港区南青山5-8-5 Gビル南青山02 B1F
Dan aroma,"coffee shop, coffee shop",3.5,Toritsu University Station,東京都目黒区平町1-22-12
Umezono Asakusa Main Store,"Sweets shop, cafe/coffee shop (other), Japanese sweets",3.5,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-31-12
Honey&#39;s Bagel Kugayama Base,"Bagels, Bread and Sandwiches (Others), Western Sweets (Others)",3.5,Kugayama Station,東京都杉並区久我山2-12-7
new old,"Cafe, hamburger, bar/alcohol (other)",3.5,Sakurashinmachi Station,東京都世田谷区弦巻3-9-11
BAR i,"bar, beer bar",3.5,Tachikawa Station,東京都立川市錦町1-5-25 佐保田ビル 2F
Shanghai Cuisine Four Seasons Lu&#39;s Kitchen,"Chinese food, Shanghai food",3.5,Ginza station,東京都中央区銀座7-6-10 アソルティ銀座花椿通りビル 9F
Conrad Executive Lounge,lounge,3.5,Shiodome Station,東京都港区東新橋1-9-1 コンラッド　東京
Japanese Yakiniku Hasegawa Omotesando,"Yakiniku, Japanese cuisine, Hormone",3.5,Omotesando Station,東京都港区南青山3-15-9 MINOWA表参道ビル B1F
Kashuk,"European-style curry, Mediterranean cuisine, Curry rice",3.5,Azabu Juban Station,東京都港区麻布十番1-9-9
Bistro Watanabe,"French, bistro, wine bar",3.5,Tabata Station,東京都北区田端1-16-2 1Ｆ
Yakitori tanabe,Yakitori,3.5,Jujo Station,東京都北区中十条2-5-11 1F
Tsukiji Sushi Dai Annex,sushi,3.5,Tsukiji Station,東京都中央区築地6-13-3
marusan&amp;wacca,"Cafe, creative cuisine, dining bar",3.5,Shimokitazawa Station,東京都世田谷区北沢2-8-5 ＡＮビル　３Ｆ
Juban Ukyo Nature Stand,"Standing izakaya/bar, wine bar",3.5,Azabujuban Station,東京都港区麻布十番2-6-3
Don Giovanni,"Italian, pasta, steak",3.5,Ikejiri Ohashi Station,東京都世田谷区池尻3-21-33 セリーヌ池尻大橋 1F
Tenma Jiyugaoka store,"curry rice, bread, cafe",3.5,Jiyugaoka station,東京都目黒区自由が丘1-7-15 丸栄ビル 1F
Somen Monzen Nakacho,"Ramen, Izakaya, Tsukemen",3.5,Monzennakacho Station,東京都江東区門前仲町1-13-5
Syringol,"Asian/ethnic cuisine (other), Genghis Khan, hotpot (other)",3.5,Sugamo station,東京都文京区千石4-11-9
Downtown Bar Nagaokaya,"bar bar, tavern, spanish cuisine",3.5,Ueno Okachimachi Station,東京都台東区上野2-9-5
Bakery Harada,bread,3.5,Shiinamachi Station,東京都豊島区長崎2-27-20
Sushi Furukawa Azabu Kasumicho,"Sushi, seafood dishes, creative dishes",3.5,Nogizaka Station,東京都港区西麻布2-9-14 1階
Maison Kayser Cafe COREDO Nihonbashi store,"Bread, cafe, bread/sandwiches (other)",3.5,Nihonbashi Station,東京都中央区日本橋1-4-1 コレド日本橋 B1F
Chinese Soba Maruki Restaurant,ramen,3.5,Shimokitazawa Station,東京都世田谷区代田6-12-36 1F
her curry,Curry Rice,3.5,Kyodo Station,東京都世田谷区経堂2-7-14
lefraire,"Hamburger, Western food, Bistro",3.5,Omori Station,東京都大田区大森北1-13-1 早駿ビル 1F
Fully equipped with private rooms Local sake appetizer Aomoriya,"Izakaya, Sake bar, Seafood dishes",3.5,Ikebukuro Station,東京都豊島区西池袋1-21-2 ハイブリッジ西池袋 B1F
wisteria tree,pancake,3.5,Nishi-Ogikubo Station,東京都杉並区西荻北3-16-3
Shimogashira Ramen,ramen,3.5,Tokiwadai Station,東京都板橋区常盤台3-10-3
Little Taixinglou Fei Branch,"Dumplings, Dandan noodles, Chinese food",3.5,Nihonbashi Station,東京都中央区八重洲1-4-16 八重仲ダイニング B1F
Kasho Tobu Ikebukuro store,"Chinese food, Japanese food, Japanese food (others)",3.5,Ikebukuro Station,東京都豊島区西池袋1-1-25 東武百貨店池袋店 15F
fish fish,"Japanese cuisine, fugu, soft-shelled turtle",3.5,Asakusa (Tsukuba EXP) Station,東京都台東区浅草4-20-7
of/sio,"Bistro, Italian, Izakaya",3.5,Nijubashi-mae Station,東京都千代田区丸の内2-6-1 丸の内ブリックスクエア B1F
Imalloy,"Thai food, Thai curry",3.5,Ueno Hirokoji Station,東京都台東区上野2‐3‐9 第１カンカンビル２階
Tsukiji Sato,"Japanese cuisine, steak",3.5,Higashiginza Station,東京都中央区築地4-2-9 第３サトウビル
Tsukemen Yushin,"Tsukemen, ramen",3.5,Jiyugaoka station,東京都目黒区自由が丘1-11-3
BLU,"Italian, Bar Bar, Bistro",3.5,Ebisu Station,東京都渋谷区恵比寿1-22-8 EBISU FIRST PLACE 2F
Long time no Natsu,donut,3.5,Ogikubo Station,東京都杉並区上荻1-6-4 1F
Iwamoto Town High Hashi,"Japanese cuisine, crab, Japanese food (other)",3.5,Iwamotocho Station,東京都千代田区岩本町2-5-6 SANYOビル 2F
Ayu Ramen + Toranomon Yokocho,"Tsukemen, ramen",3.5,Toranomon Hills Station,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー 3F
Yakiniku market,"Yakiniku, Horumon",3.5,Koiwa Station,東京都江戸川区西小岩1-22-8
golden dolphin cloud,"udon, curry udon",3.5,Hibarigaoka Station,東京都西東京市ひばりが丘北4-3-30
Noodle restaurant Tabushi Koenji main store,"Ramen, gyoza, tsukemen",3.5,Koenji Station,東京都杉並区高円寺北3-2-17 ゆとりすとK5 1F
Yakitori Karaage Highball,"Yakitori, Izakaya, Dining bar",3.5,Ikebukuro Station,東京都豊島区西池袋1-34-3 矢島ビルニューウェーブ1F
TWO ROOMS GRILL｜BAR,"steak, bar, oyster bar",3.5,Omotesando Station,東京都港区北青山3-11-7 Aoビル 5F
Solmari,"Nepalese Cuisine, Curry (Others), Izakaya/Dining Bar (Others)",3.5,Okubo Station,東京都新宿区百人町2-20-23 2F
Sushi Ju,"Sushi, seafood/seafood dishes, Japanese food (other)",3.5,Nogizaka Station,東京都港区西麻布2-24-8
Tanaka Soba store Asakusa store,ramen,3.5,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-1-8
Koyanagi,Eel and chicken dishes,3.5,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-29-11
Le Lion,"bistro, cafe, french",3.5,Ebisu Station,東京都渋谷区恵比寿1-21-16 シェソワエビス 1F
Yakiniku hotpot wholesaler Shikata,"Yakiniku, Horumon, Izakaya",3.5,Nakameguro Station,東京都目黒区上目黒2-44-24 COMSI 中目黒 B1F
Tamaya,"Ramen, curry rice, gyoza",3.5,Higashijujo Station,東京都北区十条仲原2-3-8
Tantan Noodles Enshin,"Dandan noodles, soupless Dandan noodles, gyoza",3.5,Kameari Station,東京都葛飾区亀有3-26-1 リリオ館 1F
Amemi-ya,"Tsukemen, ramen",3.5,Yamada Station,東京都八王子市台町1-17-5
TOKYO Yakiniku Go No. 3,"Yakiniku, Horumon, Izakaya",3.5,Ueno Okachimachi Station,東京都台東区上野2-1-7 HIROKOJI BLUE BLDG 1F
Ristorante Adoji,"Italian, pasta, wine bar",3.5,Gokokuji Station,東京都文京区目白台2-13-3
Globe du Monde,French,3.5,Ichigaya Station,東京都千代田区九段北4-3-17 明君モナーク九段　1F
Sake taste place Kinoji,"Izakaya, Japanese sake bar, Japanese food (others)",3.5,Shin-Otsuka Station,東京都豊島区南大塚2-11-12 南大塚マンション
Fonda San Jordi,"Spanish cuisine, wine bar, izakaya",3.5,Ebisu Station,東京都渋谷区恵比寿1-12-5 萩原ビル3 2F
ESPRESSO D WORKS Ikebukuro,"Cafe, Bread, Italian",3.5,Ikebukuro Station,東京都豊島区東池袋1-30-3 キュープラザ池袋
Teppanyaki Sazanka,"Teppanyaki, Japanese food (other), Restaurant (other)",3.5,Toranomon Hills Station,東京都港区虎ノ門2-10-4 The Okura Tokyoオークラ プレステージタワー 41F
Noodle urata,ramen,3.5,Jiyugaoka Station,東京都目黒区自由が丘1-12-5 1F
Japanese sweets Kunfu,"Japanese sweets, cafe, sake bar",3.5,Sendagi Station,東京都文京区千駄木2-24-5
Squid Tamaki and Kushikatsu Mahakala,"Kushiage, Izakaya, Okonomiyaki",3.5,Nakameguro Station,東京都目黒区青葉台1-17-5 メゾン青葉　１０２
Haruki,Yakitori,3.5,Shinjuku Gyoemmae Station,東京都新宿区新宿2-4-8 第28宮庭マンション 1F
Tsukiji Yoshino Yoshiya,"Rice bowls (other), seafood dishes, conger eel",3.5,Tsukiji station,東京都中央区築地6-21-5
Akatsuka,Izakaya,3.5,Akihabara Station,東京都千代田区外神田1-10-2
Qiao Qianhua,"Soba, sake bar, tempura",3.5,Karakida Station,東京都多摩市唐木田1-53-15
The Third Cafe,"cafe, bread, sandwich",3.5,Toranomon Hills Station,東京都港区虎ノ門1-23-3 虎ノ門ヒルズ森タワー 3F
Amazing Niboshi Ramen Nagi Nishi-Shinjuku 7-chome branch,"Ramen, Tsukemen",3.5,Shinjuku West Exit Station,東京都新宿区西新宿7-13-7 大森ビル 1F
Fish and Tetsu,"Japanese cuisine, Izakaya, Sake bar",3.5,Shimbashi Station,東京都港区新橋3-9-2
Niu&#39;an,"Steak, sukiyaki, shabu-shabu",3.5,Higashiginza Station,東京都中央区銀座6-13-6 華僑商工会ビル　Ｂ１Ｆ
Akamaru Bakery,"bread, sandwiches, cakes",3.5,Kishibojinmae Station,東京都豊島区雑司が谷1-7-1
Unadetsu,eel,3.5,Soshigaya Okura Station,東京都世田谷区祖師谷1-10-3
Suixianfang,"soba, japanese food",3.5,Nakameguro Station,東京都目黒区青葉台1-22-5
Shinpukusaikan Azabujuban,"Ramen, Chinese food",3.5,Azabujuban Station,東京都港区麻布十番1-2-5 富山店舗 1F
Iwamurado Nihonbashi Takashimaya store,"Japanese sweets, dorayaki",3.5,Nihonbashi Station,東京都中央区日本橋2-4-1 日本橋髙島屋 B1F
bistro collection,"Italian, French, wine bar",3.5,Machida station,東京都町田市中町1-18-14 きよかわビル 2F
Tateishi Tantanmen Hinoki,"Dandan noodles, Soupless Dandan noodles",3.5,Keisei Seiseki Station,東京都葛飾区立石7-2-1
BeBu,"hamburger, steak, beer bar",3.5,Toranomon Hills Station,東京都港区虎ノ門1-23-4 虎ノ門ヒルズ 森タワー アンダーズ 東京
Trattoria Colle,"Italian, charcoal-grilled, pasta",3.5,Hamacho Station,東京都中央区日本橋浜町1-4-16 大森ビル 1F
Mibu Ikebukuro,"Soba, fried food, tsukemen",3.49,Ikebukuro Station,東京都豊島区池袋2-73-3 サンスプレンダー池袋　１Ｆ
Tachinomi Ikoi Branch,"Standing izakaya/bar, izakaya",3.49,Akabane Station,東京都北区赤羽南1-5-7 クレアシオン赤羽ビル 1F
Wei Qi,"Ramen, Tsukemen",3.49,Nakano station,東京都中野区中野5-56-13
Russian Cuisine Chaika,"Russian cuisine, Wine bar, Western cuisine",3.49,Takadanobaba Station,東京都新宿区高田馬場1-26-5 FIビル 2F
Marushin Chinese noodles,"Ramen, Chinese food, Katsudon/Katsuju",3.49,Yaho Station,東京都国立市富士見台1-16-16
Omotesando Bamboo,"Italian, pizza, pasta",3.49,Omotesando Station,東京都渋谷区神宮前5-8-8
billboard live tokyo,"Italian, French, Bar",3.49,Nogizaka Station,東京都港区赤坂9-7-4 東京ミッドタウン ガレリア ガーデンテラス 4F
Monju Asakusa store,"Standing soba, udon, soba",3.49,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-1-12 浅草地下街
kitchen hasegawa,"Hamburg steak, Western food, Italian",3.49,Shinsen Station,東京都渋谷区円山町22-16 1F
Daikonya Kagurazaka,"Izakaya, dining bar, seafood dishes",3.49,Iidabashi Station,東京都新宿区神楽坂4-3-15 煉瓦塔ビル　２Ｆ
Mei Hua,"Peking food, Chinese food, Ramen",3.49,Jiyugaoka Station,東京都目黒区自由が丘1-12-2
Amrita restaurant,"Thai food, cafe, Thai curry",3.49,Kichijoji Station,東京都武蔵野市吉祥寺本町2-17-12 １Ｆ
Shimonya Akihabara,"Motsuyaki, Kushiyaki, Yakiton",3.49,Akihabara Station,東京都千代田区神田佐久間町2-13-27 KIビル1階
Golden Brown Omotesando,hamburger,3.49,Omotesando Station,東京都渋谷区神宮前4-12-1 表参道ヒルズ 3F
Bound,"cafe, italian, lounge",3.49,Shinsen Station,東京都渋谷区円山町3-6 Ｅ・スペースタワー　１５Ｆ
Candle shop Omotesando Hills store,"Ramen, soupless dandan noodles, dandan noodles",3.49,Omotesando Station,東京都渋谷区神宮前4-12-10 表参道ヒルズ 3F
Edo monja gourd,"Monjayaki, Okonomiyaki, Yakisoba",3.49,Asakusa (Tobu/Toei/Metro) Station,東京都台東区浅草1-37-4
Akasaka Hotel Palace Side Building,"Chinese food, dandan noodles, xiaolongbao",3.49,Takebashi Station,東京都千代田区一ツ橋1-1-1 パレスサイドビル B1F
Soba Sadaharu Nishi-Shinbashi store,"Soba, standing eating soba",3.49,Uchisaiwaicho Station,東京都港区西新橋2-9-3 クレビル 1F
Akasaka Sushicho,"Sushi, crab, blowfish",3.49,Akasaka Station,東京都港区赤坂3-6-10 第3セイコービル 3Ｆ
nong inlay,"Southeast Asian cuisine (other), Curry (other), Bar/Alcohol (other)",3.49,Takadanobaba Station,東京都新宿区高田馬場2-19-7 タックイレブンビル 1Ｆ
Manpuku,Pork cutlet,3.49,Ueno Okachimachi Station,東京都台東区上野4丁目1-5
Morioka Jaja Noodles Specialty Store Jaja Oiken,"Soba, udon, noodles (other), udon, local cuisine (other)",3.49,Sangenjaya Station,東京都世田谷区上馬1-33-11
grill mama,"Western food, hamburgers, croquettes and fries",3.49,Machida station,東京都町田市原町田6-11-7
Christmas-tei,"Western food, hayashi rice, hamburger steak",3.49,Nishichofu Station,東京都調布市上石原1-32-6
Akasaka Umaya Uchino Egg Direct Sales Shop Haneda Airport Store,"Rice bowls (other), set meals/dining room, oyakodon",3.49,Haneda Airport Terminal 1 (Tokyo Monorail) Station,東京都大田区羽田空港3-3-2 東京モノレール羽田空港第1ビル駅 B1F
Susuru Tantanmen Suidobashi store,"Dandan noodles, ramen, Chinese food",3.49,Suidobashi Station,東京都千代田区神田三崎町1-4-26 JR高架下
Beef cutlet Ichi Nisan,Beef dishes,3.49,Suehirocho Station,東京都千代田区外神田3-8-17 渡辺ビル B1F
Ponde COFFEE,"Cafe, bread, coffee specialty store",3.49,Ikebukuro Station,東京都豊島区南池袋3-13-13 村中ビル 1F
Coffee specialty store Sanjukken Aoyama store,"Coffee specialty store, cafe",3.49,Omotesando Station,東京都渋谷区神宮前5-51-6 テラアシオス青山 2F
Chinese noodles Hashigo Shinkoiwa store,"Dandan noodles, dumplings, ramen",3.49,Shinkoiwa Station,東京都葛飾区新小岩1-50-10
Tonkotsu Ramen Fukunoken Akihabara,"Ramen, Chinese noodles (other)",3.49,Akihabara Station,東京都千代田区神田佐久間町1-19
Maison de la Bourgogne,"French, Bistro, Modern French",3.49,Iidabashi Station,東京都新宿区神楽坂3-6-5
gossou,ramen,3.49,Waseda (Metro) Station,東京都新宿区早稲田鶴巻町522
Croquent shoe Zaku Zaku Harajuku store,"Sweets (other), soft serve ice cream",3.49,Meiji Jingumae Station,東京都渋谷区神宮前1-7-1 CUTECUBE原宿 1F
pain de campagne,"bread, sandwich",3.49,Yaho Station,東京都国立市富士見台2-2-3
Good,Western cuisine (other),3.49,Kyobashi Station,東京都中央区京橋2-6-14 日立第六ビル　１Ｆ
Ota Sushi,sushi,3.49,Ningyocho Station,東京都中央区日本橋人形町1-5-2
Mouko Tanmen Nakamoto Okachimachi,"Ramen, Tsukemen, Donburi (Others)",3.49,Okachimachi Station,東京都台東区上野5-10-14 第二御徒町橋高架下
almond,"Coffee shop, pasta, curry rice",3.49,Kodemmacho Station,東京都千代田区岩本町2-8-2 保科ビル B1F
Yakiniku Japanese,Grilled meat,3.49,Myogadani Station,東京都文京区小石川5-5-9 藤ビル 1F・2F
Western food and Sandaime Taimeiken,"Western food, omelet rice, hamburger steak",3.49,Ueno Station,東京都台東区上野7-1-1 エキュート上野 3F
Tiny Tria Afternoon Tea &amp; Cafe,"Cafe, Western confectionery (other), tea specialty store",3.49,Ningyocho Station,東京都中央区日本橋人形町2-20-5 柿沼ビル 1F
Trattoria Arietta,"Italian, pasta, wine bar",3.49,Gotanda Station,東京都品川区東五反田2-5-2 アリエッタビル 1F
Saitamaya Koume,"Japanese sweets, cafes (others), cafes",3.49,Tokyo Skytree Station,東京都墨田区向島1-5-5
Shunsai fresh taste sea urchin,"Izakaya, Seafood and Seafood, Creative Cuisine",3.49,Shibuya Station,東京都渋谷区宇田川町36-11
Mount Emei,"Sichuan cuisine, Chinese cuisine, tea and snacks",3.49,Yotsuya Sanchome Station,東京都新宿区舟町8 石橋興業舟町ビル　２Ｆ
february kitchen,Cafe,3.49,Asakusa (Tsukuba EXP) Station,東京都台東区浅草2-29-6 天野ビル 1F
Kayashima,"Coffee shop, Izakaya, Western food",3.49,Kichijoji Station,東京都武蔵野市吉祥寺本町1-10-9
Fruit Orchard Liber Shibuya Store,"fruit parlor, parfait",3.49,Shibuya Station,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 6F
Mensan,Udon,3.49,Meiji Jingumae Station,東京都渋谷区神宮前6-13-7
