name,genre,rating_val,nearest_station,address
torisen,"yakitori, izakaya, chicken dishes",3.55,gakugeidaigaku station,東京都目黒区鷹番3-3-19 YK2ビル 3F
pizza check,"pizza, italian",3.55,fudomae station,東京都品川区西五反田4-2-3
all day dining oasis garden,"western food, mediterranean food",3.55,nagatacho station,東京都千代田区紀尾井町1-2 ザ・プリンスギャラリー 東京紀尾井町 36F
ushigoro bambina gotanda store,"yakiniku, offal, beef dishes",3.55,osaki hirokoji station,東京都品川区西五反田1-25-5 松村ビル
what?,"ramen, tsukemen, chinese noodles (others)",3.55,hitotsubashi gakuen station,東京都小平市学園西町1-26-25
soul food,curry rice,3.55,yukigaya otsuka station,東京都大田区南雪谷2-17-15
palm bread,"bread, bagel",3.55,ikegami station,東京都大田区池上4-23-9
ramen tamaru,"ramen, dumplings, chinese noodles (others)",3.55,meguro station,東京都目黒区下目黒1-5-20 コムトーヨービル 1F
kikuya,"udon, curry udon",3.55,musashi yamato station,東京都東村山市廻田町2-12-16
nativo,italian,3.55,sangenjaya station,東京都世田谷区上馬1-17-8
bar enrique,"spanish cuisine, bar bar",3.55,nakameguro station,東京都目黒区上目黒2-10-4
japanese confectionery daikaku tamaya main store,"japanese sweets, daifuku, dorayaki",3.55,akebonobashi station,東京都新宿区住吉町8-25
park side diner,"western cuisine (other), pancakes, western food",3.55,hibiya station,東京都千代田区内幸町1-1-1 帝国ホテル東京 本館 1F
cantina karika li,"bar bar, italian",3.55,toritsu university station,東京都目黒区中根1-5-2
longshui building,"peking cuisine, shabu-shabu",3.55,ogawamachi station,東京都千代田区神田錦町1-8
la rochelle sanno,french,3.55,tameike sanno station,東京都千代田区永田町2-10-3 東急キャピトルタワー１F
sushi restaurant sato,sushi,3.55,fudomae station,東京都目黒区下目黒3-5-1 ２Ｆ
la brasserie,"french, bistro",3.55,hibiya station,東京都千代田区内幸町1-1-1 帝国ホテル東京 インペリアルタワー B1F
shimizuya,soba,3.55,kitami station,東京都狛江市東野川4-13-5
restaurant mari,"european curry, omelet rice, cafe/coffee shop (other)",3.55,shin-ochanomizu station,東京都千代田区神田淡路町2-21-17 DEAR淡路町 1F
pandora,"cafe, lounge",3.55,meguro station,東京都目黒区下目黒1-8-1 目黒雅叙園
xiaoyang shengjian mantou house,tea and snacks,3.55,machida station,東京都町田市原町田 町田仲見世商店街
everyday kitchen,"taiwanese food, chinese food, japanese sake bar",3.55,chitose karasuyama station,東京都世田谷区粕谷4-18-7
dandelion,"bread, sandwich",3.55,musashi-masuto station,東京都西多摩郡日の出町平井2078-4
ramen heitaishu jimbocho branch,"ramen, tsukemen, abura soba",3.55,jimbocho station,東京都千代田区神田神保町1-12-1 富田ビル 1F
delicious egg home,"western food, omelet rice",3.55,kanda station,東京都千代田区鍛冶町2-13-24
d hartman,"bar, sandwich",3.55,ginza station,東京都中央区銀座6-5-17 みゆき館ビル　４Ｆ
sukemasa coffee,"cafe, coffee specialty store",3.55,asakusa (tsukuba exp) station,東京都台東区浅草2-29-2 君塚ビル 102
patisserie 1904,"cake, chocolate",3.55,ikejiri ohashi station,東京都目黒区東山2-5-8 Ｋａａｂａ東山 1F
daikokuya,"mugitoro, set meals/dining room, japanese food (other)",3.55,gakugeidaigaku station,東京都目黒区碑文谷5-7-2
milkland hokkaido → tokyo,"cafe, soft serve ice cream",3.55,jiyugaoka station,東京都目黒区自由が丘1-26-16 山川ビル1F～2F
kairaku,ramen,3.55,oji ekimae station,東京都北区王子2-28-9
choseian,"izakaya, soba, seafood dishes",3.55,tsukiji station,東京都中央区築地4-14-1 モンテベルデ　１Ｆ
cafe rostro,"cafe, coffee specialty store",3.55,yoyogi koen station,東京都渋谷区富ヶ谷1-14-20 サウスピア 1F
rust,"cafe, coffee shop, sandwich",3.55,toyosu station,東京都江東区豊洲3-2-20 豊洲フロント 1F
shibuichi bakery,"bread, cafe, hamburger",3.55,shibuya station,東京都渋谷区渋谷1-23-26 網野ビル 1F
jeering,"chinese food, ramen",3.55,market front station,東京都江東区豊洲6-6-1 7街区管理施設棟 3F
stone-milled handmade soba tanrin,soba,3.55,hanzomon station,東京都千代田区一番町5-1
pascal cafe nihonbashi takashimaya store,"cafe, chocolate, cake",3.55,nihonbashi station,東京都中央区日本橋2-4-1 日本橋タカシマヤ 3F
yakiton kikiya ikebukuro west exit main store,"yakitori, yakiton, hormone",3.55,ikebukuro station,東京都豊島区池袋2-36-11 松月ビル １Ｆ
meals,"cafe, japanese food (other), set meal/dining room",3.55,yoyogi koen station,東京都渋谷区富ヶ谷1-17-5 2F
jo-chan,"yakitori, izakaya",3.55,nakano station,東京都中野区中野3-32-10 アヤベビル　１Ｆ
false bone noodles taizo ikebukuro store,"ramen, tsukemen",3.55,ikebukuro station,東京都豊島区西池袋1-24-8 江戸半ビル　１Ｆ
cytabria bar,"bars, lounges, wine bars",3.55,omotesando station,東京都港区西麻布2-26-4
jufu building,"chinese food, yakiniku, genghis khan",3.55,ikebukuro station,東京都豊島区西池袋1-37-16 大雄ビル 4Ｆ
tomohiro,"bread, sandwiches, bread/sandwiches (other)",3.55,kameari station,東京都葛飾区亀有4-21-6
wada,"yakiniku, horumon",3.55,musashikoyama station,東京都品川区小山3-9-3
coquele,"sichuan cuisine, cantonese cuisine, japanese sake bar",3.55,nishikoyama station,東京都目黒区原町1-16-17 シャルム原町 1F
bear sushi,sushi,3.55,kamata station,東京都大田区西蒲田7-62-9
charcoal-grilled kushiyaki hiyoku no tori suidobashi branch,"yakitori, charcoal grill, sake bar",3.55,suidobashi station,東京都千代田区神田三崎町2-15-11 西角ビル
yakiton maruya,"yakiton, izakaya, motsuyaki",3.55,nakameguro station,東京都目黒区上目黒1-5-10 中目黒マンション 114
spain bar girona,"spanish food, bar bar",3.55,osakihirokoji station,東京都品川区西五反田8-2-12
takamatsuya,japanese sweets,3.55,osaki station,東京都品川区西品川3-16-2
kusu,"izakaya, japanese cuisine",3.55,omori station,東京都大田区大森北1-29-16 第６ミヤモトビル　１Ｆ
asanoya main store,"japanese sweets, japanese sweets shop",3.55,ikegami station,東京都大田区池上6-2-15
a works,"cake, cafe, wine bar",3.55,gakugeidaigaku station,東京都目黒区中央町2-23-20
tayuki,"izakaya, set meals/restaurants",3.55,ochanomizu station,東京都千代田区外神田2-5-4
chicken pota ramen thank ochanomizu,"ramen, tsukemen, dandan noodles",3.55,ogawamachi station,東京都千代田区神田錦町1-14-7 紅雪ビル 1F
matsuki chicken rice,"singaporean cuisine, bistro, wine bar",3.55,ogawamachi station,東京都千代田区神田司町2-15-1  パレヤソジマ 1F
all day dining origami,"international western cuisine (other), lounge",3.55,tameike sanno station,東京都千代田区永田町2-10-3 ザ・キャピトルホテル 東急 3F
chinese soba specialty store katsuya,ramen,3.55,umegaoka station,東京都世田谷区梅丘1-22-11
nakameguro iguchi main store,"yakitori, chicken dishes, japanese cuisine",3.55,nakameguro station,東京都目黒区上目黒1-2-9 ハイネス中目黒 109
sakura lounge haneda airport international terminal,others,3.55,haneda airport terminal 3 (keikyu) station,東京都大田区羽田空港2-6-5 羽田空港第3ターミナル本館 4F
sea bream in love,"ramen, dandan noodles without soup, japanese food (other)",3.55,kudanshita station,東京都千代田区神田三崎町3-1-18 MH水道橋ビル 1F
bird cage,yakitori,3.55,gakugeidaigaku station,東京都目黒区鷹番3-19-14
indian ikegami,"ramen, curry rice",3.55,ikegami station,東京都大田区池上6-5-11
longmen,"gyoza, chinese food",3.55,otorii station,東京都大田区西糀谷3-35-3
martial artist main store,ramen,3.55,waseda (metro) station,東京都新宿区馬場下町62 白馬ビル 1F
salmon and trout,"japanese cuisine, innovative fusion, wine bar",3.55,setagaya daita station,東京都世田谷区代沢4-42-7
imahanmangama shinjuku store,"steak, sukiyaki, shabu-shabu",3.55,yoyogi station,東京都渋谷区代々木2-2-1 小田急サザンタワー ４Ｆ
kinraku asakusa,grilled meat,3.55,asakusa (tsukuba exp) station,東京都台東区浅草1-15-4
le laputa,"cake, macarons",3.55,nishikasai station,東京都江戸川区西葛西3-3-1 第三控井ビル　1F
akasaka gohan yamaneya,japanese food (other),3.55,akasaka station,東京都港区赤坂7-8-1
yilong shop,korean cuisine,3.55,akasaka station,東京都港区赤坂2-13-17 シントミ赤坂第２ビル　５Ｆ
hitachino brewing lab tokyo station,"beer bar, international cuisine",3.55,tokyo station,東京都千代田区丸の内1-9-1 グランルーフ 2F
obscura laboratory,coffee shop,3.55,sangenjaya station,東京都世田谷区太子堂4-28-9
mind/technique/body urufu,"fugu, seafood dishes, izakaya",3.55,kamiyacho station,東京都港区虎ノ門3-21-5 愛宕グリーンヒルズプラザ2F
garden lounge zabo,"lounge, cafe",3.55,shibuya station,東京都渋谷区桜丘町26-1 セルリアンタワー東急ホテル LBF
starlight,soba,3.55,iriya station,東京都台東区根岸4-2-4
turtle,"ramen, tsukemen",3.55,koiwa station,東京都江戸川区南小岩7-27-7
wakabado,"cafe, bar/alcohol (other), dining bar",3.55,kitasenju station,東京都足立区千住1丁目31-8
fujikake,chinese cuisine,3.55,ogikubo station,東京都杉並区天沼3-32-1
bossa burger,"hamburger, dining bar, bar",3.55,kitasenju station,東京都足立区千住1-33-4-2F
yakiniku nutrition tower,grilled meat,3.55,oimachi station,東京都品川区大井2-1-6
konaya marunouchi oazo,curry udon,3.55,otemachi station,東京都千代田区丸の内1-6-4 丸の内オアゾ 5F
kawakoen main store,"chinese cuisine, sichuan cuisine, chinese pot and hot pot",3.55,shinjuku nishiguchi station,東京都新宿区歌舞伎町1-16-12 蓬麻ビル 2F
japanese cuisine tokii,"japanese cuisine, teppanyaki",3.55,tokyo big sight station,東京都江東区有明3-1-5 東京ベイコート倶楽部 ホテル＆スパリゾート24F
sushi ishijima shintomi,sushi,3.55,shintomicho station,東京都中央区新富1-8-11
ilya plus cafe,"cafe, natural food, pancakes",3.55,iriya station,東京都台東区下谷2-9-10
pizzeria capoli,"pizza, italian, pasta",3.55,shinjuku station,東京都新宿区新宿4-1-9 Ｂ１Ｆ
takeno,"izakaya, seafood/seafood dishes, set meals/dining room",3.55,tsukiji station,東京都中央区築地6-21-2
la rochelle minami aoyama,"french, western cuisine (other), restaurant (other)",3.55,omotesando station,東京都港区南青山3-14-23
colorful wave,"izakaya, hormones, motsuyaki",3.55,shinkoiwa station,東京都葛飾区東新小岩5-7-6
roppongi kappou ukai,"japanese cuisine, japanese food (other)",3.55,roppongi station,東京都港区六本木6-12-4 六本木ヒルズ 六本木けやき坂通り 2F
inkstone shop main store,"udon, curry udon, izakaya",3.55,toden zoshigaya station,東京都豊島区南池袋2-12-10 豊ビル　１Ｆ
tokyo chinois miko,"chinese food, sichuan food, dandan noodles",3.55,yoyogi station,東京都渋谷区千駄ヶ谷5-30-10 MEPOⅡ 1F
hanmeifang ginza store,"chinese cuisine, beijing cuisine, yum cha・dim sum",3.55,ginza-itchome station,東京都中央区銀座2-4-6 ベルビア館 8F
le bouchon,french,3.55,hamacho station,東京都中央区日本橋浜町2-22-3 ＴＳＩ日本橋浜町第１ビル　１Ｆ
ginza,"oyster bar, seafood/seafood dishes, wine bar",3.55,higashi ginza station,東京都中央区銀座6-12-16 片桐ビルⅡ　２Ｆ
mon cher ginza store,bread,3.55,shimbashi station,東京都中央区銀座8-8-11 銀座博品館の裏
ryunosuke,"japanese cuisine, seafood dishes",3.55,azabujuban station,東京都港区麻布十番3-1-9 麻布十番319ビル2F
yakiniku ushimiyagi,"yakiniku, sukiyaki, and other meat dishes",3.55,shibuya station,東京都渋谷区宇田川町12-9 ジュール渋谷 5F
sense of oneness,"european-style curry, curry rice",3.55,tsukiji station,東京都中央区築地4-11-10
goten igusa main store,ramen,3.55,shimoigusa station,東京都杉並区井草1-29-3
bridge coffee and ice cream,"cafe, ice cream",3.55,bakurocho station,東京都中央区日本橋馬喰町1-13-9 イーグルビル 1F
sanmasa,"grilled chicken, motsuyaki",3.55,shimbashi station,東京都港区新橋3-19-6 新陽ビルディング 1F
new york lounge by intercontinental tokyo bay,"lounge, bar",3.55,takeshiba station,東京都港区海岸1-16-2 ホテルインターコンチネンタル東京ベイ 1F
bird ivy,"yakitori, izakaya, chicken dishes",3.55,ebisu station,東京都渋谷区恵比寿1-22-12 エビステルコ 2F
sushi koyama,sushi,3.55,hachioji station,東京都八王子市中町6-5 1F
satin,"cafe, japanese tea shop",3.55,nishiogikubo station,東京都杉並区松庵3-25-9
grill and bar hanaya,"dining bar, chinese food, izakaya",3.55,seibu shinjuku station,東京都新宿区歌舞伎町2-45-4 若月ビル B1F
gosamaru,"okinawan cuisine, okinawa soba",3.55,edogawabashi station,東京都文京区水道1-5-16
mochi and japanese tea specialty store gekko,"japanese tea specialty store, cafe, coffee shop",3.55,uguisudani station,東京都台東区根岸3-7-18 エルアルカサル鶯谷 1F
brasserie villon marunouchi,"bistro, french, cafe",3.55,tokyo station,東京都千代田区丸の内2-7-3 東京ビルTOKIA 1F
liangshan court,grilled meat,3.55,nishi-shinjuku gochome station,東京都渋谷区本町4丁目36-4
funawa head office,"japanese sweets, sweets shop, coffee shop",3.55,asakusa (tsukuba exp) station,東京都台東区浅草1-22-10
wakura shinjuku,ramen,3.55,seibu shinjuku station,東京都新宿区歌舞伎町1-10-11 平沢第一ビル 1F
reika,"shanghai cuisine, innovative fusion, wine bar",3.55,shinjuku gyoenmae station,東京都新宿区新宿1-3-12 壱丁目参番館　１Ｆ
kameido / healthy cuisine takano,"soba, izakaya, whale dishes",3.55,kameido station,東京都江東区亀戸2-6-1 亀戸二丁目団地 108
komehiro,pancake,3.55,musashisakai station,東京都武蔵野市境2-3-18
solca norca,bread,3.55,tobu nerima station,東京都練馬区北町2-13-11 北町大木マンション 1F
cafe haiti centerville store,"cafe, cake, curry (other)",3.55,tochomae station,東京都新宿区西新宿1-25-1 新宿センタービル MB1F
esse due akasaka,"pizza, italian, dining bar",3.55,akasaka station,東京都港区赤坂6-11-13 ｆａｂｒｉｃビル　B1F・1F
eric south toranomon hills store,"indian food, indian curry",3.55,toranomon hills station,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー B1F
yakiniku akira,"yakiniku, offal, beef dishes",3.55,suidobashi station,東京都文京区本郷1-10-12 カルム本郷 2F
sun lingya,"ramen, tsukemen",3.55,tokyo station,東京都千代田区丸の内1-10-9
wudouqi,coffee shop,3.55,nishi-ogikubo station,東京都杉並区西荻北3-12-10
sake cup,"izakaya, seafood dishes, sushi",3.55,nogizaka station,東京都港区赤坂9-6-23 赤坂葵ビル　２Ｆ
ebisu sushi fujimasa,"sushi, japanese cuisine, seafood dishes",3.55,ebisu station,東京都渋谷区恵比寿南1-18-12 竜王ビルⅡ 2F
beer an ebisu branch,"izakaya, beer bar, sake bar",3.55,ebisu station,東京都渋谷区恵比寿南2-1-5 ES215ビル 7F
shamayim,west asian cuisine (other),3.55,ekoda station,東京都練馬区栄町4-11 アートビル　２Ｆ
pazapa,french,3.55,yotsuya sanchome station,東京都新宿区舟町5 1Ｆ
hayashiya chaen meguro central square,"cafe, japanese tea specialty store, parfait",3.55,meguro station,東京都品川区上大崎3-1-1 目黒セントラルスクエア 1F
okinawa kaiseki akasakatan-tei,"japanese cuisine, okinawan cuisine, innovative fusion",3.55,akasaka station,東京都港区赤坂6-16-11 浜ビル
benten,"soba, tendon/tenju",3.55,asakusa (tsukuba exp) station,東京都台東区浅草3-21-8
yokohama ramen yamamotoya,ramen,3.55,shinjuku station,東京都新宿区西新宿1-15-13
nankai of curry,"curry rice, pasta",3.55,soshigaya okura station,東京都世田谷区祖師谷1-35-4
barrel iron,"izakaya, motsuyaki",3.55,higashijujo station,東京都北区中十条3-16-12
ogawa coffee laboratory sakurashinmachi,"cafe, coffee specialty store, coffee shop",3.55,sakurashinmachi station,東京都世田谷区新町3-23-8 エスカリエ桜新町 1F
shimada-ya confectionery,"baumkuchen, cake",3.55,rokumachi station,東京都足立区南花畑2-12-8
akabane kyosuke,"tsukemen, ramen",3.55,akabane station,東京都北区赤羽西1-7-1 パルロード3 ループ館 1F
seijo bread,"bread, sandwiches, bread/sandwiches (other)",3.55,seijo gakuen-mae station,東京都世田谷区成城6-14-5
rikugien fukiage chaya,"japanese sweets, japanese sweets shop",3.55,komagome station,東京都文京区本駒込6-16-3
pour toi,french,3.55,akasaka station,東京都港区赤坂6-3-16 赤坂瀬戸ビル B1F
boulangerie ecrins,"bread, sweets (other), cafe",3.55,shinkoenji station,東京都杉並区高円寺南2-21-9 木下ビル 1F
negra delusion indian curry,"indian curry, curry (other)",3.55,koenji station,東京都杉並区高円寺南3-48-3
south indian cuisine maharani,"indian food, indian curry",3.55,nishi oshima station,東京都江東区大島3-15-29
wine and rice bag,"izakaya, japanese sake bar, japanese food (other)",3.55,meguro station,東京都品川区上大崎2-26-5 メグロードビル ２Ｆ
angelina tobu department store ikebukuro store,cake,3.55,ikebukuro station,東京都豊島区西池袋1-1-25 東武百貨店池袋店 本館 B1F
sanokiya,taiyaki/obanyaki,3.55,tsukiji station,東京都中央区築地4-11-9 築地市場場外
triangular mountain of rice balls,"rice balls, lunch boxes, set meals, cafeteria",3.55,ogikubo station,東京都杉並区荻窪5-29-9
sichuan dandan noodles aun asakusa,"dandan noodles, dandan noodles without soup",3.55,tawaramachi station,東京都台東区西浅草1-1-13 カーサ田原町 1F
cafe＋bar leandro,"wine bar, bar, cafe",3.55,otsuka station,東京都豊島区北大塚2-8-6 第2不二ハイツ 1F
tonkatsu tsubaki,pork cutlet,3.55,seijo gakuen-mae station,東京都世田谷区成城5-15-3
kumba de falafel,"west asian cuisine (other), bread/sandwiches (other)",3.55,shinsen station,東京都渋谷区神泉町23-1 MEビル 1F
prince murgi,curry rice,3.55,nishiarai station,東京都足立区西新井栄町1-12-10
kitchen oh!way,"hamburger, omelet rice, western food",3.55,ikebukuro station,東京都豊島区東池袋2-57-2 コスモス東池袋　１Ｆ
kurosu,japanese food,3.55,iidabashi station,東京都新宿区津久戸町4-11
drinks and moon,"soba, japanese food (other)",3.55,kichijoji station,東京都武蔵野市吉祥寺東町1-12-3
fos,bar,3.55,asakusa (tsukuba exp) station,東京都台東区浅草3-37-3
unlimited coffee bar,"coffee specialty store, cafe/coffee shop (other)",3.55,tokyo skytree station,東京都墨田区業平1-18-2
kurofunatei,"western cuisine, western cuisine (others), dining bar",3.55,keisei ueno station,東京都台東区上野2-13-13 キクヤビル　４Ｆ
sushiya shunsai,"sushi, seafood and seafood, izakaya",3.55,kotakemukaihara station,東京都板橋区小茂根1-11-12
obgo baker edo st.,"western confectionery (others), cafe",3.55,kodemmacho station,東京都中央区日本橋小伝馬町10-8 ウィンド小伝馬町ビル 1F
lyco plus,"sandwiches, western sweets (others), western food",3.55,monzennakacho station,東京都江東区佐賀1-2-7
menya jojo,ramen,3.55,kuramae station,東京都台東区蔵前3-17-3 SIビル 1F
bistro roven mita,"bistro, hamburger, curry (other)",3.55,mita station,東京都港区芝4-13-11 1-2
una rice,eel,3.55,yotsuya sanchome station,東京都新宿区荒木町2 前田ビル 1F
shiori-an yamashiro,"japanese cuisine, sushi",3.55,ginza station,東京都中央区銀座5-9-19 ＭＣビル B1F
bunzendo honpo mita store,"japanese sweets, daifuku",3.55,mita station,東京都港区三田2-13-9 三田東門ビル
bullets cafe creperie omotesando branch,"crepe, french, cafe",3.55,omotesando station,東京都渋谷区神宮前3-5-4
chinese cuisine royal dragon and phoenix,"cantonese cuisine, seafood dishes, dim sum",3.55,waseda (toden) station,東京都新宿区戸塚町1-104-19 リーガロイヤルホテル東京 1F
sheep sunrise kagurazaka,"genghis khan, yakiniku, wine bar",3.55,ushigome kagurazaka station,東京都新宿区袋町2 杵屋ビル 201
nepal restaurant sakura,"nepali cuisine, izakaya, asian/ethnic cuisine (other)",3.55,shinokubo station,東京都新宿区百人町2-2-1 リマックス新大久保 4F
oval,bread,3.55,kiyosumi shirakawa station,東京都江東区清澄3-3-28
udonya daimon,udon,3.55,nakano station,東京都中野区中野5-52-15 中野ブロードウェイ B1F
sixteen millimeters,"bar, chinese, taiwanese food",3.55,ushigome kagurazaka station,東京都新宿区横寺町37 エムビル　1F
until,chinese cuisine,3.55,nakano station,東京都中野区野方1-6-1 カサフェリス 1F
harajuku taproom,"beer bar, yakitori",3.55,harajuku station,東京都渋谷区神宮前1-20-13 ノーサレンダービル2Ｆ
imano fruit factory,"fruit parlors, juice bars, cakes",3.55,kayabacho station,東京都中央区日本橋茅場町1丁目4-7
with my boyfriend. men,"curry rice, ramen",3.55,kiyosumi shirakawa station,東京都江東区白河3-6-7
calorie house,hamburger steak,3.55,kitafuchu station,東京都府中市晴見町2丁目29-3
yakiniku bazooka f,"yakiniku, offal, cold noodles",3.55,shinjuku west exit station,東京都新宿区西新宿7-15-5 佐奈ビル 2F
van pickle ginza,"french, skewers, wine bar",3.55,ginza station,東京都中央区銀座4-3-4 銀座居酒店ビル　２Ｆ
ritei sanbun,"japanese cuisine, seafood dishes, izakaya",3.55,higashi ginza station,東京都中央区銀座3-11-7 石川ビル 1F
daichi no udon tokyo baba store,udon,3.55,takadanobaba station,東京都新宿区高田馬場3-22-14 アビテヒデミ 101
leaf house,"udon, tendon/tenju",3.55,asakusa (tobu/toei/metro) station,東京都台東区浅草1-37-12
ginza liujue deng ginza store,"kushiage, wine bar, japanese food (other)",3.55,ginza station,東京都中央区銀座6-8-7 交詢ビルディング 4Ｆ
coffee place bonar,"coffee shop, cafe, cafe/coffee shop (other)",3.55,ueno hirokoji station,東京都台東区上野1-18-11
long peng,"chinese food, chinese noodles (other), ramen",3.55,kagurazaka station,東京都新宿区矢来町123 第一矢来ビル Ｂ１
bistro vivienne,"bistro, french, wine bar",3.55,higashiginza station,東京都中央区銀座4-13-19 銀林ビル 1F
sushi aomi,"sushi, dining bar, seafood dishes",3.55,shinjuku west exit station,東京都新宿区西新宿7-9-13 石川ビル 4F
sushi aizawa,sushi,3.55,shinsen station,東京都渋谷区宇田川町42-15 中島ビル　1F
bar salvador,bar,3.55,takadanobaba station,東京都新宿区高田馬場1-29-6 野菊ビル　２Ｆ
elbe,"western/european cuisine (others), dining bar, stew",3.55,higashiginza station,東京都中央区銀座3-13-17
brothers takeout ningyocho,hamburger,3.55,ningyocho station,東京都中央区日本橋人形町2-23-8 人形町ビル 1F
yamadori yushima main store,"yakitori, japanese sake bar, izakaya",3.55,yushima station,東京都文京区湯島3丁目38-10 ハニービル３Ｆ
ramen nishi-chan,ramen,3.55,higashi-nagasaki station,東京都豊島区南長崎4-42-7
south indian restaurant beans on beans,"indian cuisine, indian curry, izakaya",3.55,shin-nihonbashi station,東京都中央区日本橋本石町4-4-15 平和本社ビル 2F
tsukesoba kuromon,"tsukemen, ramen",3.55,shinjuku west exit station,東京都新宿区西新宿7-10-12
the bake,"cake, cafe, bread",3.55,shibuya station,東京都渋谷区鶯谷町7-6 磯田ビルディング 1F
lively,"izakaya, seafood/seafood dishes, sake bar",3.55,shibuya station,東京都渋谷区鶯谷町19-19 第3叶ビル 1F
nemo bakery shibuya hikarie store,"bread, sandwich",3.55,shibuya station,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ ShinQs B2F
tanuki appetizing,bagel,3.55,kachidoki station,東京都中央区勝どき4-10-5 としの荘103
concerto,"italian, pasta, wine bar",3.55,yoyogi-uehara station,東京都渋谷区上原1-29-5 ＢＩＴ代々木上原 B1F
shohei ramen shinjuku west exit,"tsukemen, ramen, chinese food",3.55,shinjuku west exit station,東京都新宿区西新宿7-12-4
south indian cuisine dakshin higashi nihonbashi branch,"indian food, indian curry",3.55,bakurocho station,東京都中央区日本橋馬喰町1-12-1
uminoiro tuna wholesale tuna bowl and ramen shop,"ramen, seafood bowl",3.55,higashi ginza station,東京都中央区銀座4-13-3 渡辺ビル 1F
jasmine thai yotsuya,"thai food, thai curry",3.55,yotsuya station,東京都新宿区四谷1-17 後藤ビル 1F
christie,"tea specialty store, cafe, coffee shop",3.55,harajuku station,東京都渋谷区神宮前1-16-1
ariichi,japanese food,3.55,ogikubo station,東京都杉並区上荻1-6-10
tempura otsuka,tempura,3.55,iriya station,東京都台東区入谷2-12-11
yokohama family ramen takegenya,ramen,3.55,mita station,東京都港区三田3-1-2 北村ビル 1F
ueno yabu soba,"soba, soba, udon, noodles (others), conger eel",3.55,keisei ueno station,東京都台東区上野6-9-16
terrasawa cake/bread shop,"bread and sandwiches (others), cakes, bread",3.55,asakusa (tobu/toei/metro) station,東京都台東区浅草6-18-16
xiaofu,"eel, japanese cuisine, soft-shelled turtle",3.55,yushima station,東京都文京区湯島3-36-5
menoso,"japanese cuisine, seafood dishes",3.55,iidabashi station,東京都新宿区神楽坂4-3
restaurant ito,"western food, hamburger",3.55,higashinakano station,東京都中野区東中野1-57-2 柴沼ビル １Ｆ
taste tour,"japanese cuisine, seafood dishes, izakaya",3.55,gaienmae station,東京都港区南青山3-2-4 セントラル青山　Ｎｏ．６　２Ａ
bunmeido cafe ginza store,"cafe, dining bar, pancake",3.55,ginza station,東京都中央区銀座5-7-10 イグジットメルサ　1F
yakiniku beast,"yakiniku, izakaya, horumon",3.55,asakusa (tsukuba exp) station,東京都台東区浅草2-19-5 イントラビル 1F
bistro rosiura,"bistro, wine bar, french",3.55,shibuya station,東京都渋谷区宇田川町11-2 １Ｆ
kiba outer market tuna festival,"seafood dishes/seafood dishes, izakaya",3.55,kiba station,東京都江東区木場6-10-6 TKYビル１F
byron bay coffee daimon,cafe,3.55,daimon station,東京都港区浜松町1-23-9 セゾンビル浜松町 1F
ramen secret,"ramen, tsukemen",3.55,kamiitabashi station,東京都板橋区上板橋3-9-4
butter butler newman shinjuku store,"cake, confectionery (other)",3.55,shinjuku station,東京都渋谷区千駄ヶ谷5-24-55 NEWoMan SHINJUKU 2F
bubuka kichijoji north exit,"abura soba, ramen, tsukemen",3.55,kichijoji station,東京都武蔵野市吉祥寺本町1-7-1 1F
yakiton yang main store,"izakaya, yakiton, creative cuisine",3.55,itabashi station,東京都板橋区板橋1-20-1 大橋ビル 101
panini ichiban,"cafe, bread",3.55,sendagaya station,東京都渋谷区千駄ヶ谷1-21-3
yakiniku gyujirushi shinjuku store,"yakiniku, steak",3.55,shinjuku west exit station,東京都新宿区西新宿7-1-7 新宿ダイカンプラザA館 2F
ginza sushi mitomi,sushi,3.55,higashi ginza station,東京都中央区銀座5-10-11 川島ビル 2F
spicy ramen omotera takadanobaba branch,"ramen, tsukemen",3.55,takadanobaba station,東京都新宿区高田馬場2-14-27
yakiniku cold noodles daiju,"yakiniku, horumon, izakaya",3.55,otsuka station,東京都豊島区北大塚2-6-3 メゾン大塚 101
ochanomizu ogawaken,"western food, cake, cafe",3.55,ochanomizu station,東京都文京区湯島1-9-3 ユーメリアビル B1F～1F
waindo kiba,"indian food, indian curry",3.55,kiba station,東京都江東区東陽3-5-8 2F
geshary coffee hibiya store,"coffee specialty store, cafe",3.54,hibiya station,東京都千代田区有楽町1-6-3 有楽町東宝ビル 1F～4F
serendib,"sri lankan cuisine, curry (other)",3.54,kuramae station,東京都台東区寿3-8-3 1F
barbacoa classico marunouchi,"churrasco, buffet, brazilian cuisine",3.54,otemachi station,東京都千代田区丸の内1-5-1 新丸の内ビルディング 6F
niki bakery komagome store,"bread, sandwich, cafe",3.54,komagome station,東京都豊島区駒込1-42-1 第三米山ビル 1F
ramen mozu,"ramen, tsukemen",3.54,akasaka station,東京都港区赤坂5-3-1 赤坂Bizタワー B1F
capital court,grilled meat,3.54,nakaokachimachi station,東京都台東区東上野2-15-7
ginza yakiniku salon de agingbeef,"yakiniku, horumon, izakaya",3.54,ginza station,東京都中央区銀座5-7-6 i liv 11F
old-fashioned coffee shop tomoji yu,"coffee shop, cafe, restaurant (other)",3.54,akabane station,東京都北区赤羽1-1-5 大竹ビル　２Ｆ
